Unnamed: 0	text	screen_name	location	LAT	LON
872	american prolifer applaud our french prolife colleague	DrJeffKoloze	Garfield Heights, Ohio, USA	41.4169974	-81.6059581
874	great group of people be about connect with people and build relationship goodpeople prolife humandignity respect pray faith catholic christian Jesus lovethemboth	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
875	how very not ProLife of you to not care one bit about the health safety of God child to put your twisted idea of principle ahead of save the life of the human being he create WWJD not that sis	CapitalismRox	Upstairs from Luke's Diner, Stars Hollow, CT	41.6032207	-73.087749
876	if you be at SeeLife this weekend we hope you will stop by the NIFLA table and say hello ProLife	NIFLA	Fredericksburg, Virginia	38.3031837	-77.4605399
877	so your definition of be prolife be that you do not care that you be spread a deadly disease to other who do not share your death wish that be just super twisted WWJD actually live that prolife rhetoric you spout at every turn GetVaccinated wearamask	CapitalismRox	Upstairs from Luke's Diner, Stars Hollow, CT	41.6032207	-73.087749
878	so you advocate that we kill hundred of thousand of human fetus ProLife	RenoCow	Carson City, NV	39.1637984	-119.7674034
879	America in Crisis one way to let your voice be Heard politician need to know people be watch and will hold they accountable to do their duty please sign the petition ProLife NationalSecurity humantrafficke via	operationrescue	Wichita, KS, USA	37.68717609999999	-97.33005299999999
881	today reading for gratitude and constant vigilance in faith pray DailyMass catholic christian Prolife DailyMass ThursdayMotivation ThursdayThoughts faith	DailyMass	USA	37.09024	-95.712891
882	tshirt design idea for thought prolife righttolife goirish tour lovethemboth davinci preborn illustraction art embryo baby science prolifegen mother child	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
883	another great article from focus on how to address the accusation that privilege white woman ca say anything about abortion which be need for those less privileged via prolife	StupidRock	Ohio, USA	40.4172871	-82.90712300000001
884	the bad be yet to come re transmission in school as a man of the christian faith you claim to be prolife however your action show otherwise allow continuous learning through state of emergency executive order your voter be die	mklinebarnes	Tennessee	35.5174913	-86.5804473
885	this man be try to kill we all so much for he be ProLife	tinacannonTX	Austin, TX	30.267153	-97.7430608
886	ProLife Anthon response be to mimic Ricketts personal choice I check the Gov have say NE be a pro LoopyLogic if NE be pro life why be it allow anti vaxxer amp anti masker to act as abortionist when it come to the already bear child in school	Rothoula	Midwest	38.5010876	-90.333123
888	pro lifer only care about what happen before birth once they be bear and be real people they do give a rat ass prolife wearingmask SchoolChoice schoolshooting	T_Chaze	Michigan	44.3148443	-85.60236429999999
889	gun in school fight against MaskMandates the GOP have a death wish against our child so much for ProLife	MuckleBow	Los Angeles, CA	34.0522342	-118.2436849
890	anti life priest deliver vaccine lie to worshiper I would touch it with a foot pole tcot prolife GOPProDeath DiSantisVariant molochworship evangelicalsprodeath Christian Catholic	TerrellDLewis	Loves Park, IL	42.3200189	-89.05816209999999
891	Democrats and independent have no choice but to vote prolife in and beyond which mean vote Republican	DrJeffKoloze	Garfield Heights, Ohio, USA	41.4169974	-81.6059581
893	honest dialogue be aim at truth which make it the great friend of the truth seeker prolife	EqualRightsInst	Charlotte, NC	35.2270869	-80.8431267
894	PlannedParenthood Fauci NIH prochoice ProLife abortionishealthcare do anyone really believe the same People who support Gruesome Research with Aborted Baby Parts care about strand Americans in Afghanistan via	katerina5k	Brooklyn, NY	40.6781784	-73.9441579
896	excite to be do a television program with Fr Pavone discuss our prayer gathering at the Supreme Court for Dobbs on October praytoendabortion ProLife pray	revmahoney	Washington, DC	38.9071923	-77.0368707
897	its bad bad bad who execute an unborn little baby boy or girl out of pure convenience be about as evil amp vile as a human can possibly get the day will come one day when we have sensible justice on SCOTUS amp they will throw out Roe Wade its long overdue ProLife	memphis_pat	Memphis, TN	35.1495343	-90.0489801
899	up next why Drew Hancock change his mind amp become ProLife	QuestFanning	ProspectLeffertsGardens, Bklyn	40.6592355	-73.9533895
900	pro life supporter host March for Life in California SWNews US californian ProLife CaliforniaMarchforLife MarchforLife CaliforniaFamilyCouncil walkforlifewestcoast onelifela JeanneMancini JonathanKeller CaliforniaFamilyCouncil JamesGallagher SenatorShannonGrove	shalomworldnews	Edinburg, Texas	26.3017374	-98.1633432
901	because every life deserve love lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England	51.5073509	-0.1277583
902	if you be ProLife in Pittsburgh please consider attend the fall fundraiser for the Women Choice Network I be sponsor a table there on behalf of the pro life Libertarian Caucus there be no cost to attend but they do ask you to register	Samrobb4Liberty	Pittsburgh, PA	40.44062479999999	-79.9958864
904	here be one for all under educate murican bless with tiny head ProLife jesus fairytale	dropcsharp	SVIDEN	39.626667	117.10589
905	on Morning Show Lawmakers go after CRT friend or family blunderin Biden become prolife Larry Elder could WIN in CA Nolan on the LP MORE txt	QuestFanning	ProspectLeffertsGardens, Bklyn	40.6592355	-73.9533895
906	today reading for gratitude and constant vigilance in faith pray DailyMass catholic christian CatholicTwitter Prolife DailyMass ThursdayMotivation ThursdayThoughts faith	DailyMass	USA	37.09024	-95.712891
907	why do someone who claim to be prolife keep block school mask mandate sound like you pro birth and after that you do give a	fishpolitically	Maine, USA	45.253783	-69.4454689
908	if you ProLife and be against abortion what stop you from get vaccinate help I understand	JaymanShameel	Sri Lanka	7.873053999999999	80.77179699999999
909	the chinese government expansion of its population control policy to permit three child per family should not be a reason for rejoicing ProLife advocate say	NewYorkFamilies	Rochester, NY	43.15657789999999	-77.6088465
910	want maskless kid in school while Florida break Covid record how be that prolife	fishpolitically	Maine, USA	45.253783	-69.4454689
911	good morning please get involve send information to your parish priest make an announcement at your church it be all ready to go click to download lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England	51.5073509	-0.1277583
912	so some looney toon in Texas be try to get patient and doctor arrest with this prolife whistleblower site would be a shame if everyone spamme it with fake report ProLife abortionishealthcare	MikeyIsWriting	Washington, DC	38.9071923	-77.0368707
913	I be ProChoice when it come to force people to take medicine they do want I be ProLife when it come to make infanticide illegal there be nothing hypocritical about that	no_its_iowa	Iowa, USA	41.8780025	-93.097702
914	Friedrich Naumann Foundation Scholarships for Master and phd humanright equality love covid freedom humanity blacklivesmatter justice coronavirus prolife education peace unitednation activism democracy civilright equalright	plopandrew	Canada	56.130366	-106.346771
915	stop your Vaccines for be prolife concern for all life be not just for the unborn	Unfit4President	United States	37.09024	-95.712891
916	ProLife people well get on board with this now	maxinevaccine2	 🍁	38.7782428	-95.1781982
917	turn your fitness into your Witness wear Action Cross apparel by and receive off at Checkout SoulTrotters actioncross baselinebrad SoulCoolFit trustingstepbystep fitnessintowitness Israel ProLife Jesus	BaselineBrad21	San Diego, CA	32.715738	-117.1610838
918	thirty three day of wear my ProLife remembertheunborn life Runners gear honor all human life from conception to natural death of a limited number of daily run August two mile clear	JustinMcClainOP	In a book in Maryland, USA	39.325211	-76.610146
919	NEW video vote for a Political Party mean you knowingly or unknowingly support everything they believe trumpwasright ProLife politic vaccine Afganistan afghanistanburne afghan BorderCrisis JoeBiden	TheVirgoPoet	SoCal.. Los Angeles,CA 	34.050075	-118.2531767
920	because once you be actually bear conservative believe you be on your own unless you be a zygote or embryo that can be exploit for political expediency they do give a damn about you ProLife my ass getvaccinatedsavelive	BamaJayHayes	Alabama, USA	32.3182314	-86.902298
922	I do want to hear from about be ProLife	mhp_1776	Texas, USA	31.9685988	-99.9018131
923	be a child killer know full well child under ca be vaccinate he threaten school who follow the datum and require Mask ProLife my Ass	CamilleJivajen	Atlantic Beach Florida	30.3344077	-81.398696
924	pray to end abortion ProLife	FountainMj	Sarasota, FL	27.3364347	-82.53065269999999
925	I follow you because you ProLife can you please quit be so focused on your weird antivax campaign it work against your prolife platform	BigClyde5	Arizona	34.0489281	-111.0937311
926	do you dare say alllivesmatter or ProLife if you refuse to get vaccinate or wear a mask because COVID only kill those with pre exist condition I say what I say	ebbie_patterson	405	35.4776001	-97.518554
928	Hail Mary full of Grace the LORD be with thee bless art thou among woman and bless be the fruit of thy womb JESUS Holy Mary Mother of GOD pray for we sinner now and at the hour of our death amen Peace Love ProLife PrayTheRosay	guatemayabyesi	Virginia, USA	37.4315734	-78.6568942
929	GregAbbott be not ProLife his political eo be kill child CDC child in Texas have be hospitalize with AAofPediatrics child be admit to Texas hospital with between July and	emolumentalass	💜Texas💙	32.9857619	-96.7500993
930	republican governor be like sacrifice your GRANDMA sacrifice your year old son ProLife GOP	steve_taurus	Atlanta, GA	33.7489954	-84.3879824
931	never never never want to hear the RepublicanParty refer to as ProLife these governor be literally harm and yes killing child with their anti science garbage	inclusionchick	Davis, CA	38.5449065	-121.7405167
932	now the selfish odd be good I be fine people and the I scared people be kill the senior veteran disable child not ProLife FDA have approve Pfizer no more flimsy excuse	notsolittleold1	California, USA	36.778261	-119.4179324
933	joining tonight on ProLife praise be her son Derrick King tune in at ET at WednesdayMotivation wednesdaythought	JanetMorana	International	37.09024	-95.712891
934	and he suppose to be ProLife	truefauxfilms	SoCal🏝	34.9592083	-116.419389
935	a small act of kindness may be just the thing that help someone face the challenge before they prolife	BradMattes	Cincinnati, OH	39.1031182	-84.5120196
936	DesantisDestroysFlorida gopdeathcult GOP be prolife nor MAGA as kill their child GOP amp MAGA be not Patriots they weaklings amp killer of their own child bc they afraid of a shot ChildAbuse they only defend an embryo Florida VoteThemOut	harkim3	United States	37.09024	-95.712891
938	discussion of abortion be often cast aside as political or religious topic but the reality be that the very heart of the discussion be base solely in science all lead embryology textbook confirm this many abortionist even agree with that too prolife proscience	HumanDefenseINI	hello@humandefense.com	41.89263200000001	-88.47276800000002
939	DesantisDestroysFlorida Florida he allow your child to go to school w the KILLER antivaxxer should be charge with child abuse Republicans MAGA amp FakeChristians like of amp be not ProLife they the gopdeathcult	harkim3	United States	37.09024	-95.712891
940	pro life Texans be celebrate a court decision prohibit the dismemberment of live baby in the womb abortionist have fight hard for the past four year to block the Lone Star State from enact a ban pass in ProLife	TXRightToLife	God's country	47.3074111	-93.5571212
941	every story in the prolife movement matter	savethestorks	Colorado Springs, CO	38.8338816	-104.8213634
942	little conversational agreement give conversation structure and order prolife	EqualRightsInst	Charlotte, NC	35.2270869	-80.8431267
944	Bizarro Republicans out here chase death and we actual ProLife folk be fight everyday just to get through the try not to die Challenge Midterms BlueTsunami TheRedneckoning gopdeathcult PhilValentine yeetthegop	truthaddict76	Dumbass, TN	35.5174913	-86.5804473
945	this should be interesting go forward I hope both side can co exist relatively peacefully like they do a block from my Wilmington office one morning a week ProLife prochoice	BarrishCris	Newark, Delaware	39.6837226	-75.74965720000002
947	reason why this be the most effective response I have ever see to the you a man argument prolife	EqualRightsInst	Charlotte, NC	35.2270869	-80.8431267
948	we love child not so much prolife	RunawayDaines	Belgrade, MT	45.7762463	-111.1770945
949	many woman be die while pregnant and their very much want baby be die in utero prolife or prochoice this should unite we all VaccinesInPregnancy	AureliaCotta	Toronto, Ontario	43.653226	-79.3831843
950	so the governor of the less government oversight party be pass rule on a something not prolife governor nothing but distraction amp hypocrisy let do well with the upcoming election Texas	txindn	Texas	31.9685988	-99.9018131
952	US Senate Votes to preserve Hyde Amendment the Senate vote to preserve the prolife Hyde and Weldon Amendments during discussion of a trillion human infrastructure bill that lay out a blueprint for spending SaveHyde	ProLifeSTL	St. Louis, MO	38.6270025	-90.19940419999999
953	this be a short beautiful video of the journey of life within the womb watch it it be worth sharing prolife prolifeprowoman	ChildnotChoice	Des Moines, Iowa  USA	41.5868353	-93.6249593
954	what the hell man ProLife my ass	amphetamine47	Carmel, IN	39.978371	-86.1180435
955	the ProLife Party Republicans	mlynch5396	East Tennessee	35.5174913	-86.5804473
956	you be okay with end all abortion where there be no harm to the mother and child get it thank you for your prolife position I end it there I hear all the pro choice argument about the risk of give birth etc have a good one	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
957	euthanasia by organ donation for healthy people Prolife NoEuthanasia AssistedSuicide righttolife Euthanasia InvoluntaryPassiveEuthanasia PassiveEuthanasia	TheFabulousRee	Baton Rouge	30.4514677	-91.18714659999999
958	what about the right of these child you complain about child not be able to breathe with mask on I do think these child would agree with you on that if you be lay in bed die where be your right or do you only care about	HollyKeefer6	Wouldn't you like to know?	44.9811287	-93.16762829999999
960	he can protect a fetus that be ProLife	PatientDay	United States	37.09024	-95.712891
961	yes that be a bingo Vicky Prolife be only a tool of religious right to get christian vote because it appear to be a holy issue when in truth it be MEDDLING like a murderer thief evildoer Peter obsession with girl uterus be LUST amp IDOLATRY Exodus	RealYeshua1	TN USA Blue/Green Planet Earth	36.26160840000001	-86.5301145
962	we be the ProLife generation	itsrayperez	West Sac | Guam	38.5728066	-121.5750585
963	and to keep we safe from Covid your plan be to fight masking and vaccination at every turn I remember when ProLife mean you want people to live not just be bear	mrbongostx	Texas, USA	31.9685988	-99.9018131
964	we have select a difficult work of art to start get you comfortable with interpret artwork from a specific point of view have a crack at it there be no wrong answer art interpretation whatdoyousee prolife humandignity lovethemboth artmuseum prolivegen	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
965	yes ProDeath not Prolife CANNOT hear what they say because what they do scream ProDeath	RealYeshua1	TN USA Blue/Green Planet Earth	36.26160840000001	-86.5301145
966	part of charity be take people at their word and not make assumption about what their real motivation be G prolife	EqualRightsInst	Charlotte, NC	35.2270869	-80.8431267
967	one of the most common argument from the abortion industry be that a preborn child do not have the same value as a bear child because a preborn child be fully dependent on the mom but like most of their logic it just do make sense savethebabyhuman ProLife	HumanCoalition	Texas	31.9685988	-99.9018131
968	one of the most common argument from the abortion industry be that a preborn child do not have the same value as a bear child because a preborn child be fully dependent on the mom but like most of their logic it just do make sense savethebabyhuman ProLife	HuCoAction	United States	37.09024	-95.712891
969	Allyson Felix six time olympic gold medalist and two time world champion team with her primary sponsor Athleta to provide childcare grant to athlete at the Tokyo Olympics read about it here ProLife ChooseLife lovethemboth	OR_RTL	Salem, OR	44.9428975	-123.0350963
970	SIGN up today this week seminar serve as an exclusive unify force for MedicalStudents who care about hippocratic medicine Register here ProLife	aaplog	United States	37.09024	-95.712891
971	join we at am on the September at the Emmanuel Centre with special program for teen and tot great talk music and much more lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England	51.5073509	-0.1277583
972	Idk Pro life should encompass Gun Rights but I do seem to hear that argument much since that be the case I suggest GunRightsAreHumanRights be fundamental to secure the idea of ProLife	Zanzibar_Dallax	Ohio, USA	40.4172871	-82.90712300000001
973	look at the needle that say abort FETAL matter and this be why I be an AntiVaxxer ProLife	CorpNolga	Park Avenue	41.55621900000001	-93.6248305
974	this be why it important to respond to people not merely their statement via prolife	EqualRightsInst	Charlotte, NC	35.2270869	-80.8431267
975	LIFE FILM FEST in your home get your ticket now screening Aug use discount FORLIFE LIFEFESTFILMFESTIVAL ProLife SCCL SCLIFE	LIFEforSC	South Carolina	33.836081	-81.1637245
976	the Civil Rights movement of our day be the prolife movement moreover there could not possibly be a more fundamental civil right to defend	frfrankpavone	Titusville, FL	28.6122187	-80.8075537
977	PRO life also mean getting vaccinate so you do spread the killer virus COVID ProLife GetVaccinated	OldeHippi	USA, Maryland	39.0457549	-76.64127119999999
978	here a traumainforme perspective of prolife it not political it the fact about people who be bear into family who could afford they parent be too traumatized to parent or simply do want they they be torture soul I be one of they	TRSModel	worldwide	36.1444168	-81.1809768
980	so conservative really think that they ProLife by oppose abortion wrong be pro life start with protect the environment child from gun violence police violence and eliminate Roundup	Merlyn43	National City, Ca (San Diego)	32.6781085	-117.0991967
981	three baby save from abortion yesterday praise God thank you for pray for the preborn abortion minded parent and pro life sidewalk counselor who provide life save option your prayer make a big impact ProLife savelive sidewalkcounseling	ProLifeWI	Brookfield, Wisconsin	43.0605671	-88.1064787
983	say no more you make my point carry on prolife proscience prowoman lovethemboth	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
984	abortion stop a beat heart Text PROLIFE to ProLife righttolife	TXRightToLife	God's country	47.3074111	-93.5571212
985	woman hemorrhage uncontrollably after Botched Abortion at CA Planned Parenthood abortion emergency at this facility this year watch the vid with the call recording abortionisnotsafe ShutThemDown ProLife via	operationrescue	Wichita, KS, USA	37.68717609999999	-97.33005299999999
986	JESUS Mary N Joseph could not make it with the so call Christians ProLife Heartbeat scammer then again u worship adultery and a sexualpredator GrabThemByThePUSSY member Leviticus PhonyJD	Corinto1965Lugo	Florida, USA	27.6648274	-81.5157535
987	join I as I pray outside of SCOTUS for the Dobbs case also plan on join we on October for a large prayer rally at the Court ProLife Pray	revmahoney	Washington, DC	38.9071923	-77.0368707
988	I want to force people to have child they do want because personal responsibility but do accept personal responsibility for these belief if it affect I in any way even if it mean hungry baby with inadequate living condition amp no fthemkid	vixmcintyre	Europe, America, Winterland	51.5072682	-0.1657303
989	this make I want to vote for Youngkin even more it time to stop kill unborn child Prolife	JScott79VA	Giles County Virginia, USA,	37.3132885	-80.6770787
992	but the be prolife yeah right	TerryBoyce13	Texas, USA	31.9685988	-99.9018131
993	how have ProLife legislator work to ensure abortion service be available in an emergency when a woman need it can you cite any ProLife law that make that access quick and unencumbered by unnecessary bureaucracy	AtheistEngineer	Ohio, USA	40.4172871	-82.90712300000001
994	attention National Right to Life Political Action Committee how quickly can you issue an endorsement so that prolife voter can flood campaign with	DrJeffKoloze	Garfield Heights, Ohio, USA	41.4169974	-81.6059581
996	this be a sickening story all around a father pay money to abort his child a mom accept that money and then a broken contract wednesdaythought ProLife	JanetMorana	International	37.09024	-95.712891
997	this right here ProLife getvaccinatednow wearamask godsaysgetvaccinate	Jeff_McE	Seattle. The Left Coast	47.5296291	-122.3267906
998	check out this teaser trailer for Olivia Story premiere on Tuesday August be sure to like and subscribe to our YouTube prolife prolifefeminist prolifegeneration baby pregnant pregnancy mom momlife love	letthemliveorg	United States	37.09024	-95.712891
999	this young cancer patient be dead because ProLife Ron DeSantis be try to get more political power I wish her estate could file a Wrongful Death lawsuit	kellySueMcM	St Petersburg, FL	27.7676008	-82.64029149999999
1000	ah the priest who hate Jesus my brother sachinetti who abort unwanted life in his CatholicTwitter feed so much for ProLife we pray for all who hate Jesus in the name of Jesus amen especially clergy amen	LORIANNFITZGERA	Arlington, Tx	32.735687	-97.10806559999999
1001	let be clear Floridians be not ProLife he do not care if your child be protect from die from COVID Florida SunshineState	GreatStoneFace	Fairfax County, VA	38.9085472	-77.2405153
1002	People be hurt stubborn angry combative ashamed and bitter but never a lose cause via prolife	EqualRightsInst	Charlotte, NC	35.2270869	-80.8431267
1003	when it be preventable be too many this should be the stance of the ProLife party but apparently it be okay if ma n pa die apparently pro life stop when it come to the economy	RiftRavingRogue	Earth	37.2321077	-95.7243335
1004	join I for an exciting evening of what we be pray for since prolifedinner ProLife endroe	Conservgal	Tarrant County Texas	32.7732044	-97.35165579999999
1005	it have be the most lobby bill in the NJ legislature this year Planned Parenthood be frustrate that after day since its introduction it have not advance to any committee thank you to all the prolife people who have be speak out	FPAofNJ	Trenton, NJ	40.2205824	-74.759717
1007	I be down this road with a lot of other pro choice zealot I hear all the excuse if you want to argue with yourself be my guest there be two human being but deny it all you like have a nice day prolife preborn baby	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
1008	my point be it do matter what we call the fetus you will reduce it to have no value beyond a clump of cell it be a baby in the mother womb when they be want a clump of cell when they be not prolife preborn	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
1009	it be funny because if you tell a pro choicer that its a baby in the mother womb they use other word to discount that also it be just a term we use but it seem to get under pro choicer skin a lot preborn prolife	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
1012	check out ProLife for the whole life candidate for Congress be interview by on the podcast	MWBartko	West Mifflin	40.3634026	-79.86643749999999
1013	you do make a point here beyond get your ridiculous dig in but keep try to fight that pro choice fight prolife	mike_rippy	Notre Dame, IN	41.7001908	-86.23793280000001
1014	Vaccine mandate be illegal dummy they have be require for year in our school amp armed forces amp business amp other government entity it be the only way to keep kid safe from it be also how we we eradicate Polio	HollyKeefer6	Wouldn't you like to know?	44.9811287	-93.16762829999999
1016	the vaccine be ProLife it might even save a fetus you stupid maga	erossny123	New York, USA	40.7127753	-74.0059728
1018	within a month two child have die from COVID less than mile from DeSantis Governor Mansion a grade girl and one under those kid got hand a death sentence when DeSantis win the election in republican vote be ProLife	kellySueMcM	St Petersburg, FL	27.7676008	-82.64029149999999
1019	today reading for authenticity in faith not hypocrisy pray DailyMass catholic christian CatholicTwitter Prolife DailyMass WednesdayMotivation wednesdaywisdom faith	DailyMass	USA	37.09024	-95.712891
1020	come and join we the March will have two part the March start at but before that we will have activity for all lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England	51.5073509	-0.1277583
1023	file a law suit to stop mask mandate in a red state that be very hard hit by COVID right now becuase to date no child young than year old in Missouri have die from nothing say prolife quite like sue because no kid below have die eh	vot3blue2021	The Interwebz	40.0066723	-83.0304546
